Region,Frequency,Exposure (EVY),Non_Area_Related_Veh_Risk,Location_Type,Local_Authority_Code,Density,Traffic_Flow,Distance_Travelled,Averaged_Density,Distance_Travelled_2,Local_Crimes,Young,Mid,Old,Points_Per_License_Avg,Avg_Drivers,Avg_Pts,Points_Per_License,Drivers,Pts,Local_Schools,Local_CMCs,Nearest_CMC,Nearest_School,Nearest_Incidents,Nearest_Crimes,Local_Incidents_Sev1,Local_Incidents_Sev2,Local_Incidents_Sev3,Incident_Severity_Ratio1,Incident_Severity_Ratio2
2105,0,50.33150686,0.026730697,Rural village,195,1.4,7135.602007,8.488300385,1.4,8.488300385,213.6789298,0.176103605,0.724533134,0.131073006,0.32489842,4022094118,1306772025,0.336890399,29425,9913,1.966555184,13.7826087,13120.72744,1237.19833,8112.075751,3927.707348,40.16053512,447.2307692,3068.394649,0.011244119,0.136928802
2106,0,20.84383561,0.020710063,Urban city and town,11,1.4,3337,7.776774693,1.4,7.776774693,105.547619,0.161908669,0.713459126,0.163162918,0.32489842,4022094118,1306772025,0.336890399,29425,9913,7.948412698,2,2176.145473,453.1309597,3222.055018,2219.472574,11.90079365,174.3650794,1178.464286,0.008721483,0.136446613
2107,0.020329732,49.18904111,0.023607576,Urban city and town,11,1.4,3337,7.776774693,1.4,7.776774693,109.3398438,0.161908669,0.713459126,0.163162918,0.32489842,4022094118,1306772025,0.336890399,29425,9913,8.01171875,2,2340.53741,419.4666405,1945.430743,3141.852204,11.22265625,174.0195313,1169.609375,0.008283745,0.136725051
2108,0,47.860274,0.027743837,Rural town and fringe,11,1.4,3337,7.776774693,1.4,7.776774693,88.78980892,0.161908669,0.713459126,0.163162918,0.32489842,4022094118,1306772025,0.336890399,29425,9913,2.786624204,2.407643312,4012.979572,1307.908348,6641.88833,3954.679437,13.17197452,158.5859873,988.3121019,0.011448457,0.149023127
2109,0,23.26575346,0.037277542,Rural village,11,1.4,3329.303738,7.773597426,1.4,7.773597426,133.7663551,0.162069401,0.713394772,0.163044837,0.32489842,4022094118,1306772025,0.336890399,29425,9913,2.808411215,4.742990654,6388.630328,994.380589,8781.606623,6370.231977,14.55140187,205.4672897,1413.037383,0.00902461,0.135513614
2110,0,30.14794517,0.028861439,Rural town and fringe,11,1.4,4822.506849,8.051398815,1.4,8.051398815,122.0091324,0.175762307,0.713279433,0.145991346,0.32489842,4022094118,1306772025,0.336890399,29425,9913,2.945205479,9.150684932,12135.90066,950.7038948,5993.135759,7828.798347,23.6347032,283.803653,1991.09589,0.010188549,0.133392801
2111,0.077908218,12.83561643,0.025693414,Rural village,13,2.6,1690,6.478509642,2.6,6.478509642,221.1190476,0.196305367,0.699687187,0.137893564,0.336348546,4048138599,1361585533,0.355599604,20180,7176,1.428571429,4.880952381,4886.114263,2832.541377,9737.13671,3775.953008,11.83333333,155.5952381,1158.047619,0.008937687,0.126268075
2112,0,12.25479448,0.021540228,Urban city and town,13,2.6,1690,6.478509642,2.6,6.478509642,591.5838509,0.196305367,0.699687187,0.137893564,0.336348546,4048138599,1361585533,0.355599604,20180,7176,13.95652174,1.167701863,770.4520529,323.8162663,935.2314724,2649.531115,8.577639752,107.2608696,849.8944099,0.008881544,0.119987197
2113,0,35.24931511,0.023841228,Urban city and town,13,2.6,1690,6.478509642,2.6,6.478509642,593.957672,0.196305367,0.699687187,0.137893564,0.336348546,4048138599,1361585533,0.355599604,20180,7176,13.95767196,1.666666667,1832.39976,583.1563113,1124.345757,2519.188583,8.042328042,110.3439153,855.3544974,0.008256279,0.121607839
2114,0.016731607,59.76712329,0.025284032,Urban city and town,13,2.6,1690,6.478509642,2.6,6.478509642,563.7518248,0.196305367,0.699687187,0.137893564,0.336348546,4048138599,1361585533,0.355599604,20180,7176,8.313868613,2.02189781,2591.654973,808.8199062,2878.407836,3007.329905,9.124087591,119.379562,929.6934307,0.008626196,0.121411924
2115,0.053346975,56.23561642,0.029667264,Rural town and fringe,13,2.6,1690,6.478509642,2.6,6.478509642,101.434629,0.196305367,0.699687187,0.137893564,0.336348546,4048138599,1361585533,0.355599604,20180,7176,2.038869258,6.395759717,7492.805039,891.5780078,5852.159437,4495.722043,14.14487633,169.6961131,1322.04947,0.009321037,0.122328367
2116,0.038520395,51.92054792,0.02501588,Urban city and town,13,11.1,1690,5.032085271,10.16341456,5.119685187,560.9669811,0.196305367,0.699687187,0.137893564,0.345936868,3610846522,1249124936,0.360042319,17959,6466,17.3254717,1,2091.212901,491.035023,1675.021354,2864.496179,5.962264151,90.69339623,669.5330189,0.007787906,0.12620256
2117,0.018781517,53.24383561,0.023834882,Urban city and town,13,11.1,1690,5.032085271,10.16341456,5.119685187,558.3224299,0.196305367,0.699687187,0.137893564,0.345936868,3610846522,1249124936,0.360042319,17959,6466,19.75700935,1,3149.707013,495.9492021,1227.400855,3014.327475,6,89.06074766,656.228972,0.007993161,0.126594839
2118,0,64.20273975,0.024150113,Urban city and town,13,11.1,1690,5.032085271,10.16341456,5.119685187,517.0064935,0.196305367,0.699687187,0.137893564,0.345936868,3610846522,1249124936,0.360042319,17959,6466,16.33441558,1,4334.852839,564.2450357,2175.992086,3197.762311,6.016233766,89.85714286,653.6883117,0.00803267,0.127969646
2119,0.019878009,50.30684934,0.030379825,Urban city and town,13,2.4,1690,6.558434181,3.336585438,6.229508212,618,0.196305367,0.699687187,0.137893564,0.350727521,3735556853,1310162596,0.380467346,23366,8890,19.78113208,1,3353.512327,517.5635145,1924.232263,2348.627725,6.218867925,103.4226415,735.7773585,0.007356012,0.129704734
2120,0.047752993,41.88219174,0.024574579,Urban city and town,13,2.4,1690,6.558434181,3.336585438,6.229508212,585.5884774,0.196305367,0.699687187,0.137893564,0.350727521,3735556853,1310162596,0.380467346,23366,8890,16.78600823,1,4599.845136,432.3880629,2253.57314,2067.625522,7.349794239,109.4773663,742.9053498,0.008548408,0.135876573
2121,0,40.01917811,0.028304574,Rural town and fringe,13,2.4,1785.784753,6.586677698,3.336585438,6.257742844,326.5112108,0.19552033,0.700155118,0.138294364,0.350727521,3735556853,1310162596,0.380467346,23366,8890,2.64573991,1.349775785,7683.853675,819.9396382,5369.480139,3154.871974,7.511210762,119.3991031,826.2959641,0.007949923,0.133465021
2122,0,32.55068494,0.032462481,Rural town and fringe,13,2.4,1690,6.558434181,3.336585438,6.229508212,74.78365385,0.196305367,0.699687187,0.137893564,0.350727521,3735556853,1310162596,0.380467346,23366,8890,0.6875,2.076923077,11014.41308,3674.036755,8157.686747,5657.60487,8.144230769,139,996.6009615,0.007141255,0.12866347
2123,0.074141784,40.46301367,0.030589752,Urban city and town,13,3.7,1690,6.126337944,3.920677912,6.068536473,138.402439,0.196305367,0.699687187,0.137893564,0.299536666,5726135513,1715187538,0.321042084,7485,2403,4.995934959,8.979674797,4158.628365,421.7791421,2777.693136,5291.93328,18.51219512,256.7845528,1934.597561,0.008378073,0.124607902
2124,0.077150708,12.96164382,0.021698483,Urban city and town,13,3.7,1690,6.126337944,3.920677912,6.068536473,85.52727273,0.196305367,0.699687187,0.137893564,0.299536666,5726135513,1715187538,0.321042084,7485,2403,3.136363636,8.572727273,6234.087542,841.7505053,5411.306949,4775.219246,19.44545455,250.9272727,1923.318182,0.008851997,0.123247553
2125,0.036831483,54.30136987,0.027028755,Rural town and fringe,13,1.4,1690,7.096839631,1.4,7.096839631,417.5672269,0.196305367,0.699687187,0.137893564,0.297585232,6006019551,1787302723,0.36490374,4519,1649,2.420168067,8.428571429,5515.801171,695.3026305,7189.576983,6763.012945,20.16806723,289.5504202,2088.638655,0.008400459,0.129201918
2126,0.050417847,39.66849317,0.02302744,Rural town and fringe,13,1.6,1690,6.963426476,1.6,6.963426476,170.2168142,0.196305367,0.699687187,0.137893564,0.327215671,3586238254,1173473355,0.284057329,13536,3845,0.730088496,5.101769912,8709.562946,2009.307361,6559.103933,2527.788352,11.73451327,186.1150442,1344.517699,0.00767948,0.130532281
2127,0,40.82465751,0.020303934,Rural town and fringe,13,1.6,1745.241379,6.979719573,1.6,6.979719573,46.68103448,0.195852617,0.699957054,0.138124715,0.327215671,3586238254,1173473355,0.284057329,13536,3845,3.943965517,3.530172414,11443.77746,411.4281079,2246.018338,3061.463604,9.103448276,150.5560345,1070.362069,0.007459551,0.129959605
2128,0.043862284,45.59726028,0.030239812,Rural town and fringe,13,1.6,1888.185567,7.021880061,1.6,7.021880061,77.4742268,0.194681068,0.700655371,0.138722848,0.327215671,3586238254,1173473355,0.284057329,13536,3845,0.953608247,2.144329897,11108.77559,3443.351669,5889.835886,4339.804143,9.969072165,145.5360825,937.9175258,0.009337457,0.143523853
2129,0,41.40000001,0.025494777,Urban city and town,174,1.1,5976.375385,8.600237118,1.1,8.600237118,186.4676923,0.161562546,0.720440405,0.15556932,0.354697836,3057968528,1084654818,0.394762004,24055,9496,6.913846154,6.221538462,13110.66076,612.5054138,3368.779033,3981.141128,18.98153846,242.1261538,1839.043077,0.009047688,0.124371535
2130,0,21.1150685,0.021460846,Urban city and town,174,1.1,5962,8.598035579,1.1,8.598035579,188.4,0.161292714,0.720556944,0.155769245,0.354697836,3057968528,1084654818,0.394762004,24055,9496,6.947619048,5.380952381,14348.73918,381.8123308,1584.192225,4618.50436,18.12380952,246.3428571,1868.414286,0.008493497,0.123989744
2131,0,53.81369862,0.024407737,Rural town and fringe,174,1.1,5929.513308,8.588452224,1.1,8.588452224,218.7224335,0.16155897,0.720398238,0.155633308,0.354697836,3057968528,1084654818,0.394762004,24055,9496,2.041825095,5.372623574,13743.89775,1121.220915,9885.437789,2633.328185,14.63498099,210.0342205,1463.969582,0.008698923,0.135230189
2132,0.0336778,29.69315066,0.023742057,Rural town and fringe,13,1.1,3348.329114,7.827020242,1.1,7.827020242,51.13924051,0.182713957,0.707788527,0.144832647,0.354697836,3057968528,1084654818,0.394762004,24055,9496,0.856540084,3.333333333,14013.95135,1459.224071,8693.560565,3923.640282,14.00421941,167.4472574,1067.130802,0.011305656,0.14664335
2133,0.018135745,55.13972601,0.0248476,Rural village,174,1.1,5962,8.598035579,1.1,8.598035579,118.1825397,0.161292714,0.720556944,0.155769245,0.354697836,3057968528,1084654818,0.394762004,24055,9496,1.063492063,4.226190476,9528.794248,1791.00018,9877.410029,4343.814258,22.22619048,220.4603175,1612.281746,0.01206844,0.131027102
2134,0,31.50684928,0.026240006,Rural village,197,1.3,7130,8.609884561,1.3,8.609884561,193.0829268,0.183216553,0.71108814,0.139525323,0.332944127,4241332250,1412126664,0.295422848,23661,6990,1.790243902,3.190243902,13578.41279,1534.646413,10536.39828,8495.894979,29.16585366,248.3804878,1678.570732,0.014858839,0.141737146
2135,0.027722923,36.07123285,0.026355569,Urban city and town,197,1.3,7130,8.609884561,1.3,8.609884561,296.8642534,0.183216553,0.71108814,0.139525323,0.332944127,4241332250,1412126664,0.295422848,23661,6990,6.303167421,6.665158371,12878.55367,395.044825,1693.621433,5763.846034,25.95022624,267.8325792,1933.171946,0.011662622,0.131963396
2136,0.03064137,97.90684929,0.023744145,Urban city and town,197,1.3,7130,8.609884561,1.3,8.609884561,296.7227979,0.183216553,0.71108814,0.139525323,0.332944127,4241332250,1412126664,0.295422848,23661,6990,5.989637306,6.025906736,13129.54388,596.5346758,4083.768099,6409.835257,24.77979275,281.261658,2002.38601,0.010833941,0.132964541
2137,0.016019311,62.42465755,0.023766554,Rural village,197,1.3,7130,8.609884561,1.3,8.609884561,463.5545024,0.183216553,0.71108814,0.139525323,0.332944127,4241332250,1412126664,0.295422848,23661,6990,1.672985782,6.990521327,11020.51529,1698.330018,7446.253671,3936.97886,27.65402844,345.535545,2565.535545,0.009715618,0.127612013
2138,0,12.64657534,0.024727516,Rural village,197,1.3,7130,8.609884561,1.3,8.609884561,252.5367647,0.183216553,0.71108814,0.139525323,0.332944127,4241332250,1412126664,0.295422848,23661,6990,1.757352941,7.102941176,12262.17748,1099.431708,11439.81966,5536.766275,22.27941176,252.9779412,1851.301471,0.010564338,0.129865544
2139,0.037343974,53.5561644,0.023743366,Urban minor conurbation,276,26.8,3133,4.769862126,24.64209128,4.853124846,1037.508287,0.217966381,0.68199657,0.13325258,0.335164037,8531627678,2859494773,0.310414876,12799,3973,16.09392265,6.972375691,1853.113235,689.9910531,1390.132127,3431.393901,9.790055249,154.9944751,1395.237569,0.006274439,0.105523875
2140,0.078511508,50.94794517,0.028231446,Urban minor conurbation,276,26.8,3133,4.769862126,24.64209128,4.853124846,1072.50237,0.217966381,0.68199657,0.13325258,0.335164037,8531627678,2859494773,0.310414876,12799,3973,15.48815166,7,1859.917212,463.5816549,1702.638984,2886.550808,9.090047393,153.6255924,1389.78673,0.005855626,0.104738758
2141,0,48.16986289,0.026133154,Urban minor conurbation,276,26.8,3133,4.769862126,24.64209128,4.853124846,1074.811321,0.217966381,0.68199657,0.13325258,0.335164037,8531627678,2859494773,0.310414876,12799,3973,15.08176101,7,1920.6137,279.5986785,1501.616919,3651.739392,9.188679245,153.9245283,1380.446541,0.005950174,0.105631866
2142,0.039594294,50.51232874,0.031125635,Urban minor conurbation,276,7.4,3133,6.050625459,12.60936054,5.519323468,593.6076555,0.217966381,0.68199657,0.13325258,0.335962797,7426789918,2495125111,0.286075557,19376,5543,1.559808612,6.765550239,5960.888867,1473.581757,2660.606776,5822.202633,11.02392345,169.9043062,1456.129187,0.006737706,0.11050169
2143,0,9.61643834,0.024159667,Urban city and town,12,24.2,974,3.719601024,31.48528017,3.463705429,987.8235294,0.216577213,0.676753643,0.141304945,0.320342388,3487402349,1117162798,0.3572585,3706,1324,9.803921569,1,4767.1518,806.9931471,770.5742402,2488.538646,5,95,696.8823529,0.006274531,0.125490612
2144,0.016284465,61.40821919,0.027617338,Urban city and town,12,24.2,974,3.719601024,31.48528017,3.463705429,888.0430622,0.216577213,0.676753643,0.141304945,0.320342388,3487402349,1117162798,0.3572585,3706,1324,9.162679426,1,5272.658637,1098.23427,1074.524642,2434.883648,5,96.40669856,701.1339713,0.006230287,0.126355924
2145,0,1.62739726,0.016513583,Urban city and town,12,24.2,974,3.719601024,31.48528017,3.463705429,920.0595238,0.216577213,0.676753643,0.141304945,0.320342388,3487402349,1117162798,0.3572585,3706,1324,6.083333333,1,5495.677725,959.7364265,1181.149878,2040.90282,5,94.26190476,678.547619,0.006429378,0.127632195
2146,0.063247271,110.6767124,0.025363192,Urban minor conurbation,276,7.4,3133,6.050625459,12.60936054,5.519323468,863.1348837,0.217966381,0.68199657,0.13325258,0.335962797,7426789918,2495125111,0.286075557,19376,5543,4.479069767,7,4549.377532,1061.329798,2035.598522,8920.417272,10.03255814,169.0604651,1441.725581,0.006185817,0.1104978
2147,0.016020014,62.42191776,0.028229773,Urban city and town,12,36.6,974,3.318251252,33.88199344,3.392722666,1056.105263,0.216577213,0.676753643,0.141304945,0.32190916,3326287179,1070762311,0.352750309,12944,4566,11.69078947,1,3626.551355,498.6126273,982.1103967,2119.540344,5.223684211,95.30263158,683.8223684,0.006660958,0.128170289
2148,0,17.66575343,0.026634158,Urban city and town,12,36.6,974,3.318251252,33.88199344,3.392722666,979.813253,0.216577213,0.676753643,0.141304945,0.32190916,3326287179,1070762311,0.352750309,12944,4566,7.608433735,1,4931.582713,523.7947281,871.2448643,2012.655865,5,94.09638554,671.4759036,0.006489023,0.128605945
2149,0,50.55342468,0.022447685,Urban city and town,12,36.6,974,3.318251252,33.88199344,3.392722666,1044.711538,0.216577213,0.676753643,0.141304945,0.32190916,3326287179,1070762311,0.352750309,12944,4566,8.846153846,1,3834.090072,545.5188394,1611.149042,1938.777536,5.423076923,93.87820513,665.5576923,0.00709195,0.129832425
2150,0.029504486,67.78630138,0.025285568,Urban city and town,12,36.6,974,3.318251252,33.88199344,3.392722666,1085.123596,0.216577213,0.676753643,0.141304945,0.32190916,3326287179,1070762311,0.352750309,12944,4566,10.80898876,1,3760.2006,726.9326667,889.4546229,2445.848879,5.292134831,95.16292135,677.7022472,0.006801205,0.129095737
2151,0.015856466,63.06575334,0.027410367,Urban minor conurbation,276,7.4,3133,6.050625459,12.60936054,5.519323468,735.5252918,0.217966381,0.68199657,0.13325258,0.335962797,7426789918,2495125111,0.286075557,19376,5543,4.027237354,7.023346304,3616.254161,1803.988473,3025.972598,5929.350361,10.48638132,163.2957198,1402.88716,0.006651506,0.110225461
2152,0.070887551,28.21369861,0.020110822,Urban city and town,12,33.8,974,3.395064214,28.50927873,3.560031811,808.9634146,0.216577213,0.676753643,0.141304945,0.321100804,3340591079,1072666480,0.334230555,10774,3601,9.341463415,1,3470.94607,822.9515797,1510.296046,2060.807988,5.884146341,99.01219512,704.9146341,0.007267255,0.129538511
2153,0,49.28767122,0.03382938,Urban city and town,12,33.8,974,3.395064214,28.50927873,3.560031811,711.0063694,0.216577213,0.676753643,0.141304945,0.321100804,3340591079,1072666480,0.334230555,10774,3601,7.560509554,1,1905.256346,505.999474,1783.963304,1737.158496,5.993630573,99.78343949,683.1273885,0.007597594,0.134084709
2154,0.051557313,38.7917808,0.031100678,Urban city and town,12,33.8,974,3.395064214,28.50927873,3.560031811,537.364532,0.216577213,0.676753643,0.141304945,0.321100804,3340591079,1072666480,0.334230555,10774,3601,7.36453202,1,2416.491547,896.9907956,2573.814537,1755.65409,6,100.2167488,685.7586207,0.007576371,0.134122058
2155,0.020298076,49.26575334,0.023190484,Urban city and town,12,37,974,3.307777306,28.23226503,3.569519582,872.4084507,0.216577213,0.676753643,0.141304945,0.319465188,3556405323,1136147695,0.287827902,11017,3171,9.9342723,1,4766.955864,627.3918358,1163.539739,1799.029082,5,97.20187793,709.5446009,0.0061596,0.125903465
2156,0.013825758,72.32876702,0.023532737,Urban city and town,12,37,974,3.307777306,28.23226503,3.569519582,725.3976378,0.216577213,0.676753643,0.141304945,0.319465188,3556405323,1136147695,0.287827902,11017,3171,9.37007874,1,4542.614507,392.0015736,1665.530931,2143.079509,5.07480315,99.0511811,713.5354331,0.006207727,0.127345813
2157,0.112758727,35.47397261,0.031288274,Urban city and town,12,39.2,974,3.252192171,35.82063708,3.339003825,476.025641,0.216577213,0.676753643,0.141304945,0.322390967,3085957930,994884962.6,0.310849081,19421,6037,3.568376068,1,3527.523456,1006.559069,2235.644857,3185.156603,5.995726496,91.23076923,644.2264957,0.008088573,0.131112903
2158,0.020937303,47.76164378,0.01735186,Urban city and town,12,39.2,974,3.252192171,35.82063708,3.339003825,915.5263158,0.216577213,0.676753643,0.141304945,0.322390967,3085957930,994884962.6,0.310849081,19421,6037,5.507177033,1,4729.093248,590.3968344,950.8339994,1804.208784,5.004784689,92.22966507,654.1961722,0.006660605,0.129400315
2159,0.025010278,39.98356163,0.022085373,Urban city and town,12,39.2,974,3.252192171,35.82063708,3.339003825,677.3098592,0.216577213,0.676753643,0.141304945,0.322390967,3085957930,994884962.6,0.310849081,19421,6037,4.042253521,1,4253.428081,1123.966039,1267.164808,2749.104424,5.863849765,91.17370892,645.9812207,0.007892117,0.130594339
2160,0.067995529,14.70684928,0.023084856,Urban city and town,12,39.2,974,3.252192171,35.82063708,3.339003825,841.8780488,0.216577213,0.676753643,0.141304945,0.322390967,3085957930,994884962.6,0.310849081,19421,6037,6.256097561,1,3164.256331,501.6653321,2185.907487,2978.141239,6,93.8597561,655.3353659,0.007945014,0.132229602
2161,0.055297445,54.25205476,0.031014421,Rural town and fringe,12,2,974,6.190315406,3.01304415,5.78154909,1083.521036,0.216577213,0.676753643,0.141304945,0.320723534,2924383537,937918623.8,0.341244475,14705,5018,4.042071197,1,1833.398447,1385.439288,2702.979046,2453.788541,8.297734628,116.0420712,769.961165,0.009267351,0.139003624
2162,0.012915325,77.4273973,0.024820032,Rural town and fringe,166,2,5905.744361,7.979935577,3.01304415,7.570311474,599.556391,0.154638837,0.698199675,0.192541776,0.320723534,2924383537,937918623.8,0.341244475,14705,5018,2.045112782,1,5048.519009,1134.744682,7090.260864,2065.515364,12.60526316,157.4661654,898.0263158,0.011789064,0.159144154
2163,0,45.30136983,0.02902365,Urban city and town,12,1.7,1131.102362,6.409543957,18.48950542,4.039581371,118.503937,0.214835969,0.678133275,0.141760513,0.319243092,3452581151,1102212684,0.304937857,14885,4539,1.582677165,1,3546.679049,2853.043063,5234.061778,3024.077421,6.299212598,102.6496063,700.3464567,0.007767854,0.13454322
2164,0,17.87123289,0.029424344,Rural town and fringe,12,1.7,974,6.352526911,18.48950542,3.983013142,105.2137405,0.216577213,0.676753643,0.141304945,0.319243092,3452581151,1102212684,0.304937857,14885,4539,1.526717557,1,7124.270278,767.0855097,3611.537629,2540.446265,6.351145038,112.389313,737.8015267,0.007412541,0.138607362
2165,0,3.27671231,0.022624223,Rural hamlet and isolated dwellings,174,1.7,5828.5,8.123444461,18.48950542,5.739901505,31.09375,0.16238686,0.719904764,0.15521063,0.319243092,3452581151,1102212684,0.304937857,14885,4539,0.1875,0.96875,13010.99918,3666.820473,10944.48536,2565.245744,8.59375,134.375,873.875,0.008463651,0.141074918
2166,0.037959544,52.68767123,0.025938647,Urban city and town,12,1.7,974,6.352526911,18.48950542,3.983013142,642.6339286,0.216577213,0.676753643,0.141304945,0.319243092,3452581151,1102212684,0.304937857,14885,4539,5.415178571,1,6385.187021,797.2920319,1812.662122,2717.914871,5.017857143,105.8571429,728.6428571,0.005977121,0.132065978
2167,0,18.49041096,0.02361057,Rural town and fringe,13,0.6,3407.176471,8.450305069,0.6,8.450305069,48.26470588,0.182231653,0.708076011,0.145078887,0.31671157,3964468253,1255592964,0.352746212,2112,745,1.029411765,10.38235294,16817.03175,1052.179078,8352.379629,2177.300808,20.98039216,363.0686275,2671.852941,0.006832472,0.125544587
2168,0,15.58082189,0.02506053,Rural town and fringe,13,0.5,1690,8.125926803,0.5,8.125926803,53.96226415,0.196305367,0.699687187,0.137893564,0.30564847,5050028072,1543533352,0.299124514,2056,615,0.990566038,9.990566038,13054.40239,1642.389322,7702.443576,2004.066338,23.45283019,382.0660377,2812.716981,0.007281507,0.126008481
2169,0.038663206,51.72876708,0.023044625,Urban minor conurbation,276,19.8,3133,5.070364288,26.60976979,4.776925375,900.0493274,0.217966381,0.68199657,0.13325258,0.334920611,9335483499,3126645837,0.358397421,29777,10672,13.94170404,9.560538117,1685.049452,521.597916,1590.525816,3815.943853,11.12107623,187.9730942,1572.394619,0.006277493,0.112305215
2170,0,31.10410958,0.018800773,Urban city and town,12,2.1,974,6.141627695,2.080905947,6.150742128,70.9,0.216577213,0.676753643,0.141304945,0.306132537,4689205561,1435518397,0.329817444,7395,2439,2.1,5.435294118,13360.90011,676.371723,2141.927579,1332.301789,7.894117647,207.2941176,1488.823529,0.004641966,0.126319321
2171,0.060082305,16.64383562,0.018300826,Urban city and town,12,2.1,974,6.141627695,2.080905947,6.150742128,70.41614907,0.216577213,0.676753643,0.141304945,0.306132537,4689205561,1435518397,0.329817444,7395,2439,2.130434783,6.826086957,13246.88632,696.1878541,2898.207094,1832.977571,7.869565217,229.6645963,1640.751553,0.004197061,0.126498175
2172,0,26.28767128,0.025657504,Urban city and town,13,2.1,1542.427481,6.578396416,2.080905947,6.58751742,65.03053435,0.200483533,0.694960426,0.138596673,0.306132537,4689205561,1435518397,0.329817444,7395,2439,1.740458015,8.374045802,12273.19048,1083.877128,5621.763837,2823.771325,13.57251908,287.7022901,2109.725191,0.00555369,0.124951847
2173,0,15.49863014,0.047571659,Rural town and fringe,12,1.2,974,6.700321021,1.219094053,6.684554154,790.9894737,0.216577213,0.676753643,0.141304945,0.311528052,4086601051,1273090864,0.26602695,4898,1303,2.031578947,2,8607.580515,1473.222934,3515.969759,2752.467664,9,147.4736842,941.8842105,0.008194307,0.142463498
2174,0,23.3041096,0.024468885,Rural town and fringe,174,1.2,3504.676471,7.618995114,1.219094053,7.603219938,236.0955882,0.18852846,0.698977377,0.14864345,0.311528052,4086601051,1273090864,0.26602695,4898,1303,0.617647059,6.426470588,11912.0004,2795.376678,6030.518472,1819.865756,14.875,260.5955882,1813.977941,0.007015086,0.132518113
2175,0,31.39726027,0.029004724,Urban minor conurbation,276,19.8,3133,5.070364288,26.60976979,4.776925375,1020.674699,0.217966381,0.68199657,0.13325258,0.334920611,9335483499,3126645837,0.358397421,29777,10672,15.91566265,7,911.8153282,665.5124407,1789.945551,4879.443498,10.98795181,160.3614458,1405.771084,0.006973308,0.108643295
2176,0.011617914,86.07397258,0.027615453,Urban minor conurbation,276,19.8,3133,5.070364288,26.60976979,4.776925375,748.9963899,0.217966381,0.68199657,0.13325258,0.334920611,9335483499,3126645837,0.358397421,29777,10672,7.981949458,7,959.0540349,590.1824102,2132.856419,3342.570223,10.89891697,139.7111913,1295.920578,0.007534443,0.104112938
2177,0.030778312,64.98082184,0.030143845,Urban minor conurbation,276,19.8,3133,5.070364288,26.60976979,4.776925375,814.16,0.217966381,0.68199657,0.13325258,0.334920611,9335483499,3126645837,0.358397421,29777,10672,8.56,7,807.8697658,1044.034477,2644.587091,4344.412429,10.90285714,142.1257143,1324.274286,0.007382747,0.103556316
2178,0,35.61917805,0.025268627,Urban minor conurbation,276,19.8,3133,5.070364288,26.60976979,4.776925375,844.028436,0.217966381,0.68199657,0.13325258,0.334920611,9335483499,3126645837,0.358397421,29777,10672,9.535545024,8.3507109,1687.278035,853.6896838,2023.976279,2884.536463,10.96208531,182.4028436,1525.388626,0.006381332,0.112491097
2179,0.013587968,73.59452058,0.021945028,Urban minor conurbation,276,19.8,3133,5.070364288,26.60976979,4.776925375,651.16,0.217966381,0.68199657,0.13325258,0.334920611,9335483499,3126645837,0.358397421,29777,10672,8.635,10.12,3110.999157,477.5399908,1528.887426,2957.002034,11.73,210.75,1656.565,0.006240983,0.118393156
2180,0.015519367,64.43561643,0.020135998,Urban minor conurbation,276,4.1,3133,6.640067112,12.84901865,5.500571652,988.9396552,0.217966381,0.68199657,0.13325258,0.332837235,10327104360,3437244860,0.313841291,24044,7546,11.34051724,9.586206897,3486.063535,502.9905482,3055.940726,3146.014566,10.96551724,209.2025862,1710.400862,0.005689529,0.114008651
2181,0.014634538,68.33150681,0.029652317,Urban city and town,276,4.1,3123.856115,6.636330075,12.84901865,5.49684823,707.5863309,0.217853367,0.682107728,0.133244738,0.332837235,10327104360,3437244860,0.313841291,24044,7546,7.992805755,10.8057554,4592.121969,936.4638196,4227.507307,2446.39011,14.77697842,284.7553957,2308.18705,0.005668148,0.115424121
2182,0.016255456,61.51780821,0.021748307,Urban minor conurbation,276,4.1,3133,6.640067112,12.84901865,5.500571652,1043.652893,0.217966381,0.68199657,0.13325258,0.332837235,10327104360,3437244860,0.313841291,24044,7546,13.2231405,10.02479339,2657.598734,490.1153478,2306.659117,2962.427248,11.33884298,240.0867769,1872.595041,0.005342175,0.118352347
2183,0,63.30410956,0.027516471,Urban minor conurbation,276,4.1,3133,6.640067112,12.84901865,5.500571652,1063.841584,0.217966381,0.68199657,0.13325258,0.332837235,10327104360,3437244860,0.313841291,24044,7546,15.58415842,9.896039604,2600.548536,421.2531553,1637.967209,3152.177474,10.62376238,223.2227723,1821.846535,0.005171155,0.113754186
2184,0,33.20547942,0.01896733,Rural town and fringe,276,2.9,3159.51087,6.991060003,2.9,6.991060003,312.7445652,0.217756644,0.682241617,0.133200543,0.329008444,9298877786,3059409307,0.331684643,16781,5566,4.114130435,9.918478261,10016.6163,878.1121258,3910.320459,5557.140089,21.92934783,328.7608696,2354.603261,0.008096288,0.129547708
2185,0,59.54794518,0.023744006,Urban minor conurbation,276,2.9,3133,6.985960756,2.9,6.985960756,831.5423729,0.217966381,0.68199657,0.13325258,0.329008444,9298877786,3059409307,0.331684643,16781,5566,8.398305085,11.05084746,6361.800536,603.0626885,2969.160871,4728.776858,20.77542373,409.7033898,3121.334746,0.005848166,0.121225329
